vertex index, timestamp [ns], position x [m], position y [m], position z [m], quaternion x, quaternion y, quaternion z, quaternion w, velocity x [m/s], velocity y [m/s], velocity z [m/s], acc bias x [m/s^2], acc bias y [m/s^2], acc bias z [m/s^2], gyro bias x [rad/s], gyro bias y [rad/s], gyro bias z [rad/s]
188, 1524587630075602293, 1.72499016440249, 1.61480353580187, -0.0192628682954186, -0.433574950376261, 0.478240922618377, -0.612522598182403, 0.456195625861565, 0.387096434401483, -0.219088612413597, 0.0355471103019201, 0.282885952032128, 0.0822253814603059, -0.238558538841758, 0.000966297638186409, -0.00369124001761954, -0.00251556557161014
189, 1524587630208445787, 1.77658075632906, 1.58516567933142, -0.0133735431930588, -0.420345500299745, 0.486859943092983, -0.621418682237541, 0.447343131785225, 0.371453975564084, -0.217875028388387, 0.0349518565439124, 0.283467591801423, 0.0822439790886117, -0.241252876299261, 0.000684300376255667, -0.00334300880964473, -0.00141748225133666
190, 1524587630341308355, 1.82050541276539, 1.55715510930527, -0.00974569645068937, -0.408251606519242, 0.495021622805739, -0.629788035860717, 0.437779908876516, 0.297019070877495, -0.221234674102072, 0.00315351243803657, 0.28426958041808, 0.0822313845690496, -0.243907164620952, -0.00168245228010533, 0.000176775790481115, 0.0018307793254599
191, 1524587630474175453, 1.85489779625342, 1.52738892724713, -0.0106764824889294, -0.399269306311958, 0.504963206843615, -0.635766444893396, 0.425907511461107, 0.22820387110562, -0.22296452731697, -0.0173323563705659, 0.285287965664602, 0.0821652839212206, -0.246339641408535, -0.00294761123918021, -0.00101427338362789, -0.000408450959245711
192, 1524587630607034683, 1.88435040644267, 1.49433057581448, -0.0137328263173368, -0.391203716470477, 0.5134000607877, -0.64087964637658, 0.415515714098881, 0.214289700945122, -0.265255584146659, -0.0309234130031031, 0.286497767165957, 0.0820747086776198, -0.248606895982556, -0.00470247354977597, -0.00253981282176054, -0.00228504375867037
193, 1524587630739902735, 1.91175530578828, 1.45771727761761, -0.0170827275414747, -0.384375819441912, 0.519698022942869, -0.644817950619599, 0.407895826083538, 0.203289670235454, -0.302675285739163, -0.0206641145089038, 0.287660470439765, 0.0819229396274151, -0.250796141242562, -0.00672542835895161, -0.000426170508102005, -0.00115374961864056
194, 1524587630872748137, 1.93797651842581, 1.41460549535447, -0.0207888073215344, -0.377518101197496, 0.523256294139871, -0.648958504650837, 0.403157280912297, 0.19325672049813, -0.339642964008776, -0.0286241339499237, 0.288696545992874, 0.0818441506697009, -0.252924629011467, -0.00442530904550188, -0.00219069507670038, -0.00184241504543504
195, 1524587631005596161, 1.96428905445644, 1.36594583939727, -0.0220929476815864, -0.374902838208027, 0.520021525679156, -0.653742941910355, 0.402051788500291, 0.204515612094149, -0.404482128527091, 0.00534992341097272, 0.289776276494466, 0.0819364398914699, -0.254957244462799, -0.0053750682851237, -0.00621909562170519, -0.00264431145069078
196, 1524587631138462782, 1.98906434935866, 1.31017732108689, -0.0187076518040152, -0.373255161990407, 0.521878659258351, -0.656397541124824, 0.396819249865107, 0.161094507588, -0.425988236789788, 0.0402143777352363, 0.290971918388061, 0.0820017832587737, -0.256759692880135, -0.00632208570694511, -0.00781184093346428, -0.00121784689346212
197, 1524587631271345377, 2.00883635712072, 1.25330245034426, -0.0176790200132368, -0.372985979882034, 0.521515280207634, -0.659794487958467, 0.391885831564521, 0.132322329793311, -0.419264246913703, -0.00179221962488663, 0.292434517591269, 0.0820064038217504, -0.258513576673476, -0.00412472487845656, -0.011500441463015, -0.00260206605138829
198, 1524587631404201746, 2.02596055995001, 1.19639110339552, -0.0161806892726252, -0.366754311241201, 0.523627393625392, -0.665047712743389, 0.386027418204793, 0.121412158307908, -0.41684871545088, 0.00838862563378352, 0.294312616599809, 0.0818076595229349, -0.260358819074476, -0.00268222142667057, -0.0107432395916854, -0.0028336143480377
199, 1524587631537096500, 2.03986146725584, 1.14629635773301, -0.0162598533531493, -0.359573770257504, 0.527617655266186, -0.671817621871967, 0.375482884478788, 0.0903130686308313, -0.346201260084302, -0.00900568630332929, 0.296388337245153, 0.0815404649143504, -0.262294802398724, -0.000846011737723253, -0.00388836303476964, -0.00150643172721688
200, 1524587631669973612, 2.05034388946657, 1.10293703951696, -0.0175660542020307, -0.353055937074141, 0.53403801260739, -0.676213203254437, 0.36454164389192, 0.0744845107177264, -0.318312689227481, -0.014810031791484, 0.298563429270668, 0.0811707049291696, -0.264068886770496, -0.00133566085146927, -0.00235284307287036, -0.00366468671772928
201, 1524587631802845001, 2.06169265115936, 1.06076899660477, -0.0195456856580845, -0.343362475447351, 0.541292138557939, -0.682126405108778, 0.351864460614333, 0.0928383320005875, -0.305076972903956, -0.00781030336313646, 0.300872060991182, 0.0806914764610172, -0.265595274464278, 3.47983812691982e-05, -0.00225488189349268, -0.00314280360701119
202, 1524587631935721636, 2.07543013317632, 1.02188117891713, -0.0217234591061968, -0.333020752739696, 0.547335667032026, -0.688270128943723, 0.340301447900365, 0.114266629175159, -0.292434790564592, -0.0229748639611237, 0.303187699825251, 0.0802177920205923, -0.266825554252596, -0.00101554295831947, -0.00484960172044806, -0.000977185417651651
